chrom1	start1	end1	chrom2	start2	end2	count
chr21	20350000	20400000	chr21	20800000	20850000	1
chr21	20350000	20400000	chr21	22300000	22350000	1
chr21	20400000	20450000	chr21	18900000	18950000	1
chr21	20400000	20450000	chr21	19900000	19950000	1
chr21	20400000	20450000	chr21	20400000	20450000	1
chr21	20400000	20450000	chr21	20700000	20750000	1
chr21	20400000	20450000	chr21	21000000	21050000	1
chr21	20400000	20450000	chr21	23050000	23100000	1
chr21	20400000	20450000	chr21	37450000	37500000	1
chr21	20400000	20450000	chr21	38800000	38850000	1
chr21	20450000	20500000	chr21	20450000	20500000	1
chr21	20500000	20550000	chr21	18600000	18650000	1
chr21	20500000	20550000	chr21	18950000	19000000	1
chr21	20500000	20550000	chr21	19850000	19900000	1
chr21	20500000	20550000	chr21	20350000	20400000	1
chr21	20500000	20550000	chr21	20500000	20550000	1
chr21	20500000	20550000	chr21	20800000	20850000	1
chr21	20500000	20550000	chr21	21000000	21050000	1
chr21	20500000	20550000	chr21	22300000	22350000	1
chr21	20500000	20550000	chr21	22350000	22400000	1
chr21	20500000	20550000	chr21	23050000	23100000	1
chr21	20500000	20550000	chr21	38800000	38850000	1
chr21	20550000	20600000	chr21	18950000	19000000	1
chr21	20550000	20600000	chr21	20000000	20050000	1
chr21	20550000	20600000	chr21	20350000	20400000	1
chr21	20550000	20600000	chr21	20550000	20600000	1
chr21	20550000	20600000	chr21	20800000	20850000	1
chr21	20550000	20600000	chr21	22300000	22350000	1
chr21	20600000	20650000	chr21	20600000	20650000	1
chr21	20650000	20700000	chr21	18900000	18950000	1
chr21	20650000	20700000	chr21	19900000	19950000	1
chr21	20650000	20700000	chr21	19950000	20000000	1
chr21	20650000	20700000	chr21	20650000	20700000	1
chr21	20650000	20700000	chr21	20900000	20950000	1
chr21	20650000	20700000	chr21	35700000	35750000	1
chr21	20650000	20700000	chr21	38800000	38850000	1
chr21	20700000	20750000	chr21	18800000	18850000	1
chr21	20700000	20750000	chr21	18900000	18950000	1
chr21	20700000	20750000	chr21	19900000	19950000	1
chr21	20700000	20750000	chr21	20400000	20450000	1
chr21	20700000	20750000	chr21	20700000	20750000	1
chr21	20700000	20750000	chr21	21000000	21050000	1
chr21	20700000	20750000	chr21	34350000	34400000	1
chr21	20700000	20750000	chr21	37450000	37500000	1
chr21	20700000	20750000	chr21	38800000	38850000	1
chr21	20750000	20800000	chr21	20750000	20800000	1
chr21	20750000	20800000	chr21	30500000	30550000	1
chr21	20750000	20800000	chr21	35700000	35750000	1
chr21	20800000	20850000	chr21	18600000	18650000	1
chr21	20800000	20850000	chr21	18950000	19000000	1
chr21	20800000	20850000	chr21	19300000	19350000	1
chr21	20800000	20850000	chr21	19850000	19900000	1
chr21	20800000	20850000	chr21	20000000	20050000	1
chr21	20800000	20850000	chr21	20350000	20400000	1
chr21	20800000	20850000	chr21	20500000	20550000	1
chr21	20800000	20850000	chr21	20550000	20600000	1
chr21	20800000	20850000	chr21	20800000	20850000	1
chr21	20800000	20850000	chr21	22300000	22350000	1
chr21	20850000	20900000	chr21	20850000	20900000	1
chr21	20900000	20950000	chr21	18950000	19000000	1
chr21	20900000	20950000	chr21	20650000	20700000	1
chr21	20900000	20950000	chr21	20900000	20950000	1
chr21	20900000	20950000	chr21	38800000	38850000	1
chr21	20950000	21000000	chr21	20950000	21000000	1
chr21	21000000	21050000	chr21	18950000	19000000	1
chr21	21000000	21050000	chr21	20400000	20450000	1
chr21	21000000	21050000	chr21	20500000	20550000	1
chr21	21000000	21050000	chr21	20700000	20750000	1
chr21	21000000	21050000	chr21	21000000	21050000	1
chr21	21000000	21050000	chr21	22350000	22400000	1
chr21	21000000	21050000	chr21	22550000	22600000	1
chr21	21000000	21050000	chr21	22600000	22650000	1
chr21	21000000	21050000	chr21	23050000	23100000	1
chr21	21000000	21050000	chr21	38800000	38850000	1
chr21	21050000	21100000	chr21	21050000	21100000	1
chr21	21100000	21150000	chr21	21100000	21150000	1
chr21	21150000	21200000	chr21	21150000	21200000	1
chr21	21200000	21250000	chr21	21200000	21250000	1
chr21	21200000	21250000	chr21	21350000	21400000	1
chr21	21200000	21250000	chr21	25000000	25050000	1
chr21	21200000	21250000	chr21	25150000	25200000	1
chr21	21200000	21250000	chr21	29850000	29900000	1
chr21	21200000	21250000	chr21	29900000	29950000	1
chr21	21200000	21250000	chr21	30000000	30050000	1
chr21	21250000	21300000	chr21	19550000	19600000	1
chr21	21250000	21300000	chr21	19700000	19750000	1
chr21	21250000	21300000	chr21	21250000	21300000	1
chr21	21250000	21300000	chr21	22750000	22800000	1
chr21	21250000	21300000	chr21	22800000	22850000	1
chr21	21250000	21300000	chr21	23000000	23050000	1
chr21	21250000	21300000	chr21	24350000	24400000	1
chr21	21250000	21300000	chr21	24400000	24450000	1
chr21	21250000	21300000	chr21	24550000	24600000	1
chr21	21300000	21350000	chr21	21300000	21350000	1
chr21	21300000	21350000	chr21	22250000	22300000	1
chr21	21300000	21350000	chr21	23150000	23200000	1
chr21	21300000	21350000	chr21	23350000	23400000	1
chr21	21300000	21350000	chr21	23400000	23450000	1
chr21	21300000	21350000	chr21	23500000	23550000	1
chr21	21300000	21350000	chr21	23700000	23750000	1
chr21	21300000	21350000	chr21	23800000	23850000	1
chr21	21300000	21350000	chr21	23850000	23900000	1
chr21	21300000	21350000	chr21	23900000	23950000	1
chr21	21300000	21350000	chr21	23950000	24000000	1
chr21	21300000	21350000	chr21	24000000	24050000	1
chr21	21300000	21350000	chr21	24200000	24250000	1
chr21	21300000	21350000	chr21	24600000	24650000	1
chr21	21350000	21400000	chr21	21200000	21250000	1
chr21	21350000	21400000	chr21	21350000	21400000	1
chr21	21350000	21400000	chr21	21900000	21950000	1
chr21	21350000	21400000	chr21	23900000	23950000	1
chr21	21350000	21400000	chr21	23950000	24000000	1
chr21	21350000	21400000	chr21	25000000	25050000	1
chr21	21350000	21400000	chr21	25350000	25400000	1
chr21	21350000	21400000	chr21	30000000	30050000	1
chr21	21350000	21400000	chr21	40500000	40550000	1
chr21	21400000	21450000	chr21	21400000	21450000	1
chr21	21400000	21450000	chr21	21450000	21500000	1
chr21	21400000	21450000	chr21	24100000	24150000	1
chr21	21400000	21450000	chr21	24250000	24300000	1
chr21	21400000	21450000	chr21	25350000	25400000	1
chr21	21400000	21450000	chr21	40500000	40550000	1
chr21	21450000	21500000	chr21	21400000	21450000	1
chr21	21450000	21500000	chr21	21450000	21500000	1
chr21	21450000	21500000	chr21	24250000	24300000	1
chr21	21450000	21500000	chr21	27800000	27850000	1
chr21	21450000	21500000	chr21	30000000	30050000	1
chr21	21500000	21550000	chr21	21500000	21550000	1
chr21	21500000	21550000	chr21	36800000	36850000	1
chr21	21550000	21600000	chr21	21550000	21600000	1
chr21	21550000	21600000	chr21	21700000	21750000	1
chr21	21550000	21600000	chr21	21850000	21900000	1
chr21	21550000	21600000	chr21	25600000	25650000	1
chr21	21600000	21650000	chr21	21600000	21650000	1
chr21	21650000	21700000	chr21	19750000	19800000	1
chr21	21650000	21700000	chr21	21650000	21700000	1
chr21	21700000	21750000	chr21	21550000	21600000	1
chr21	21700000	21750000	chr21	21700000	21750000	1
chr21	21700000	21750000	chr21	21850000	21900000	1
chr21	21750000	21800000	chr21	21750000	21800000	1
chr21	21750000	21800000	chr21	22250000	22300000	1
chr21	21750000	21800000	chr21	23650000	23700000	1
chr21	21750000	21800000	chr21	24000000	24050000	1
chr21	21750000	21800000	chr21	24200000	24250000	1
chr21	21750000	21800000	chr21	24600000	24650000	1
chr21	21750000	21800000	chr21	24900000	24950000	1
chr21	21800000	21850000	chr21	18450000	18500000	1
chr21	21800000	21850000	chr21	21800000	21850000	1
chr21	21800000	21850000	chr21	23500000	23550000	1
chr21	21800000	21850000	chr21	24550000	24600000	1
chr21	21800000	21850000	chr21	30850000	30900000	1
chr21	21800000	21850000	chr21	40350000	40400000	1
chr21	21800000	21850000	chr21	40500000	40550000	1
chr21	21850000	21900000	chr21	21550000	21600000	1
chr21	21850000	21900000	chr21	21700000	21750000	1
chr21	21850000	21900000	chr21	21850000	21900000	1
chr21	21850000	21900000	chr21	25650000	25700000	1
chr21	21900000	21950000	chr21	21350000	21400000	1
chr21	21900000	21950000	chr21	21900000	21950000	1
chr21	21900000	21950000	chr21	22250000	22300000	1
chr21	21900000	21950000	chr21	23700000	23750000	1
chr21	21900000	21950000	chr21	23800000	23850000	1
chr21	21900000	21950000	chr21	23900000	23950000	1
chr21	21900000	21950000	chr21	23950000	24000000	1
chr21	21900000	21950000	chr21	24050000	24100000	1
chr21	21900000	21950000	chr21	25350000	25400000	1
chr21	21900000	21950000	chr21	30000000	30050000	1
chr21	21900000	21950000	chr21	40500000	40550000	1
chr21	21950000	22000000	chr21	18450000	18500000	1
chr21	21950000	22000000	chr21	21950000	22000000	1
chr21	21950000	22000000	chr21	22400000	22450000	1
chr21	21950000	22000000	chr21	23500000	23550000	1
chr21	21950000	22000000	chr21	40350000	40400000	1
chr21	22000000	22050000	chr21	22000000	22050000	1
chr21	22000000	22050000	chr21	22550000	22600000	1
chr21	22000000	22050000	chr21	22600000	22650000	1
chr21	22000000	22050000	chr21	22700000	22750000	1
chr21	22000000	22050000	chr21	23100000	23150000	1
chr21	22000000	22050000	chr21	23150000	23200000	1
chr21	22000000	22050000	chr21	23550000	23600000	1
chr21	22000000	22050000	chr21	29050000	29100000	1
chr21	22050000	22100000	chr21	22050000	22100000	1
chr21	22050000	22100000	chr21	22350000	22400000	1
chr21	22100000	22150000	chr21	22100000	22150000	1
chr21	22100000	22150000	chr21	22400000	22450000	1
chr21	22100000	22150000	chr21	22450000	22500000	1
chr21	22100000	22150000	chr21	22550000	22600000	1
chr21	22200000	22250000	chr21	22200000	22250000	1
chr21	22250000	22300000	chr21	21300000	21350000	1
chr21	22250000	22300000	chr21	21750000	21800000	1
chr21	22250000	22300000	chr21	21900000	21950000	1
chr21	22250000	22300000	chr21	22250000	22300000	1
chr21	22250000	22300000	chr21	23350000	23400000	1
chr21	22250000	22300000	chr21	23700000	23750000	1
chr21	22250000	22300000	chr21	23800000	23850000	1
chr21	22250000	22300000	chr21	23850000	23900000	1
chr21	22250000	22300000	chr21	23900000	23950000	1
chr21	22250000	22300000	chr21	23950000	24000000	1
chr21	22250000	22300000	chr21	24000000	24050000	1
chr21	22250000	22300000	chr21	24200000	24250000	1
chr21	22250000	22300000	chr21	24600000	24650000	1
chr21	22300000	22350000	chr21	18950000	19000000	1
chr21	22300000	22350000	chr21	19300000	19350000	1
chr21	22300000	22350000	chr21	20350000	20400000	1
chr21	22300000	22350000	chr21	20500000	20550000	1
chr21	22300000	22350000	chr21	20550000	20600000	1
chr21	22300000	22350000	chr21	20800000	20850000	1
chr21	22300000	22350000	chr21	22300000	22350000	1
chr21	22300000	22350000	chr21	22350000	22400000	1
chr21	22350000	22400000	chr21	18950000	19000000	1
chr21	22350000	22400000	chr21	20500000	20550000	1
chr21	22350000	22400000	chr21	21000000	21050000	1
chr21	22350000	22400000	chr21	22050000	22100000	1
chr21	22350000	22400000	chr21	22300000	22350000	1
chr21	22350000	22400000	chr21	22350000	22400000	1
chr21	22350000	22400000	chr21	23050000	23100000	1
chr21	22400000	22450000	chr21	21950000	22000000	1
chr21	22400000	22450000	chr21	22100000	22150000	1
chr21	22400000	22450000	chr21	22400000	22450000	1
chr21	22400000	22450000	chr21	22450000	22500000	1
chr21	22400000	22450000	chr21	24850000	24900000	1
chr21	22400000	22450000	chr21	26050000	26100000	1
chr21	22450000	22500000	chr21	22100000	22150000	1
chr21	22450000	22500000	chr21	22400000	22450000	1
chr21	22450000	22500000	chr21	22450000	22500000	1
chr21	22450000	22500000	chr21	22550000	22600000	1
chr21	22450000	22500000	chr21	22600000	22650000	1
chr21	22500000	22550000	chr21	22500000	22550000	1
chr21	22500000	22550000	chr21	23550000	23600000	1
chr21	22550000	22600000	chr21	21000000	21050000	1
chr21	22550000	22600000	chr21	22000000	22050000	1
chr21	22550000	22600000	chr21	22100000	22150000	1
chr21	22550000	22600000	chr21	22450000	22500000	1
chr21	22550000	22600000	chr21	22550000	22600000	1
chr21	22550000	22600000	chr21	22600000	22650000	1
chr21	22550000	22600000	chr21	22700000	22750000	1
chr21	22550000	22600000	chr21	23050000	23100000	1
chr21	22550000	22600000	chr21	23100000	23150000	1
chr21	22550000	22600000	chr21	23550000	23600000	1
chr21	22550000	22600000	chr21	29050000	29100000	1
chr21	22600000	22650000	chr21	21000000	21050000	1
chr21	22600000	22650000	chr21	22000000	22050000	1
chr21	22600000	22650000	chr21	22450000	22500000	1
chr21	22600000	22650000	chr21	22550000	22600000	1
chr21	22600000	22650000	chr21	22600000	22650000	1
chr21	22600000	22650000	chr21	22700000	22750000	1
chr21	22600000	22650000	chr21	23050000	23100000	1
chr21	22600000	22650000	chr21	23100000	23150000	1
chr21	22600000	22650000	chr21	23550000	23600000	1
chr21	22600000	22650000	chr21	29050000	29100000	1
chr21	22650000	22700000	chr21	22650000	22700000	1
chr21	22700000	22750000	chr21	22000000	22050000	1
chr21	22700000	22750000	chr21	22550000	22600000	1
chr21	22700000	22750000	chr21	22600000	22650000	1
chr21	22700000	22750000	chr21	22700000	22750000	1
chr21	22700000	22750000	chr21	23100000	23150000	1
chr21	22700000	22750000	chr21	23150000	23200000	1
chr21	22700000	22750000	chr21	23400000	23450000	1
chr21	22700000	22750000	chr21	23550000	23600000	1
chr21	22700000	22750000	chr21	29050000	29100000	1
chr21	22750000	22800000	chr21	19550000	19600000	1
chr21	22750000	22800000	chr21	19700000	19750000	1
chr21	22750000	22800000	chr21	21250000	21300000	1
chr21	22750000	22800000	chr21	22750000	22800000	1
chr21	22750000	22800000	chr21	22850000	22900000	1
chr21	22750000	22800000	chr21	23000000	23050000	1
chr21	22750000	22800000	chr21	23400000	23450000	1
chr21	22750000	22800000	chr21	24300000	24350000	1
chr21	22750000	22800000	chr21	24550000	24600000	1
chr21	22800000	22850000	chr21	19550000	19600000	1
chr21	22800000	22850000	chr21	19700000	19750000	1
chr21	22800000	22850000	chr21	20300000	20350000	1
chr21	22800000	22850000	chr21	21250000	21300000	1
chr21	22800000	22850000	chr21	22800000	22850000	1
chr21	22800000	22850000	chr21	24350000	24400000	1
chr21	22800000	22850000	chr21	24400000	24450000	1
chr21	22850000	22900000	chr21	19700000	19750000	1
chr21	22850000	22900000	chr21	22750000	22800000	1
chr21	22850000	22900000	chr21	22850000	22900000	1
chr21	22850000	22900000	chr21	23000000	23050000	1
chr21	22850000	22900000	chr21	23400000	23450000	1
chr21	22850000	22900000	chr21	23700000	23750000	1
chr21	22850000	22900000	chr21	24300000	24350000	1
chr21	22900000	22950000	chr21	22900000	22950000	1
chr21	22950000	23000000	chr21	22950000	23000000	1
chr21	23000000	23050000	chr21	19550000	19600000	1
chr21	23000000	23050000	chr21	19700000	19750000	1
chr21	23000000	23050000	chr21	21250000	21300000	1
chr21	23000000	23050000	chr21	22750000	22800000	1
chr21	23000000	23050000	chr21	22850000	22900000	1
chr21	23000000	23050000	chr21	23000000	23050000	1
chr21	23000000	23050000	chr21	24500000	24550000	1
chr21	23000000	23050000	chr21	24550000	24600000	1
chr21	23050000	23100000	chr21	20400000	20450000	1
chr21	23050000	23100000	chr21	20500000	20550000	1
chr21	23050000	23100000	chr21	21000000	21050000	1
chr21	23050000	23100000	chr21	22350000	22400000	1
chr21	23050000	23100000	chr21	22550000	22600000	1
chr21	23050000	23100000	chr21	22600000	22650000	1
chr21	23050000	23100000	chr21	23050000	23100000	1
chr21	23050000	23100000	chr21	38800000	38850000	1
chr21	23100000	23150000	chr21	22000000	22050000	1
chr21	23100000	23150000	chr21	22550000	22600000	1
chr21	23100000	23150000	chr21	22600000	22650000	1
chr21	23100000	23150000	chr21	22700000	22750000	1
chr21	23100000	23150000	chr21	23100000	23150000	1
chr21	23100000	23150000	chr21	23150000	23200000	1
chr21	23100000	23150000	chr21	23550000	23600000	1
chr21	23100000	23150000	chr21	29050000	29100000	1
chr21	23150000	23200000	chr21	21300000	21350000	1
chr21	23150000	23200000	chr21	22000000	22050000	1
chr21	23150000	23200000	chr21	22700000	22750000	1
chr21	23150000	23200000	chr21	23100000	23150000	1
chr21	23150000	23200000	chr21	23150000	23200000	1
chr21	23150000	23200000	chr21	23350000	23400000	1
chr21	23150000	23200000	chr21	23400000	23450000	1
chr21	23150000	23200000	chr21	23550000	23600000	1
chr21	23150000	23200000	chr21	24200000	24250000	1
chr21	23150000	23200000	chr21	29050000	29100000	1
chr21	23200000	23250000	chr21	23200000	23250000	1
chr21	23250000	23300000	chr21	23250000	23300000	1
chr21	23250000	23300000	chr21	39850000	39900000	1
chr21	23250000	23300000	chr21	39900000	39950000	1
chr21	23250000	23300000	chr21	40750000	40800000	1
chr21	23300000	23350000	chr21	23300000	23350000	1
chr21	23300000	23350000	chr21	23800000	23850000	1
chr21	23300000	23350000	chr21	23850000	23900000	1
chr21	23300000	23350000	chr21	23900000	23950000	1
chr21	23300000	23350000	chr21	24050000	24100000	1
chr21	23350000	23400000	chr21	21300000	21350000	1
chr21	23350000	23400000	chr21	22250000	22300000	1
chr21	23350000	23400000	chr21	23150000	23200000	1
chr21	23350000	23400000	chr21	23350000	23400000	1
chr21	23350000	23400000	chr21	23400000	23450000	1
chr21	23350000	23400000	chr21	23500000	23550000	1
chr21	23350000	23400000	chr21	23950000	24000000	1
chr21	23350000	23400000	chr21	24000000	24050000	1
chr21	23350000	23400000	chr21	24200000	24250000	1
chr21	23350000	23400000	chr21	24600000	24650000	1
chr21	23400000	23450000	chr21	21300000	21350000	1
chr21	23400000	23450000	chr21	22700000	22750000	1
chr21	23400000	23450000	chr21	22750000	22800000	1
chr21	23400000	23450000	chr21	22850000	22900000	1
chr21	23400000	23450000	chr21	23150000	23200000	1
chr21	23400000	23450000	chr21	23350000	23400000	1
chr21	23400000	23450000	chr21	23400000	23450000	1
chr21	23400000	23450000	chr21	23700000	23750000	1
chr21	23400000	23450000	chr21	23850000	23900000	1
chr21	23400000	23450000	chr21	24000000	24050000	1
chr21	23400000	23450000	chr21	24200000	24250000	1
chr21	23400000	23450000	chr21	29050000	29100000	1
chr21	23450000	23500000	chr21	23450000	23500000	1
chr21	23500000	23550000	chr21	18450000	18500000	1
chr21	23500000	23550000	chr21	21300000	21350000	1
chr21	23500000	23550000	chr21	21800000	21850000	1
chr21	23500000	23550000	chr21	21950000	22000000	1
chr21	23500000	23550000	chr21	23350000	23400000	1
chr21	23500000	23550000	chr21	23500000	23550000	1
chr21	23500000	23550000	chr21	23950000	24000000	1
chr21	23500000	23550000	chr21	40350000	40400000	1
chr21	23550000	23600000	chr21	22000000	22050000	1
chr21	23550000	23600000	chr21	22500000	22550000	1
chr21	23550000	23600000	chr21	22550000	22600000	1
chr21	23550000	23600000	chr21	22600000	22650000	1
chr21	23550000	23600000	chr21	22700000	22750000	1
chr21	23550000	23600000	chr21	23100000	23150000	1
chr21	23550000	23600000	chr21	23150000	23200000	1
chr21	23550000	23600000	chr21	23550000	23600000	1
chr21	23550000	23600000	chr21	29050000	29100000	1
chr21	23600000	23650000	chr21	23600000	23650000	1
chr21	23650000	23700000	chr21	21750000	21800000	1
chr21	23650000	23700000	chr21	23650000	23700000	1
chr21	23650000	23700000	chr21	24000000	24050000	1
chr21	23650000	23700000	chr21	24600000	24650000	1
chr21	23650000	23700000	chr21	24750000	24800000	1
chr21	23650000	23700000	chr21	24900000	24950000	1
chr21	23700000	23750000	chr21	21300000	21350000	1
chr21	23700000	23750000	chr21	21900000	21950000	1
chr21	23700000	23750000	chr21	22250000	22300000	1
chr21	23700000	23750000	chr21	22850000	22900000	1
chr21	23700000	23750000	chr21	23400000	23450000	1
chr21	23700000	23750000	chr21	23700000	23750000	1
chr21	23700000	23750000	chr21	23800000	23850000	1
chr21	23700000	23750000	chr21	23850000	23900000	1
chr21	23700000	23750000	chr21	23900000	23950000	1
chr21	23700000	23750000	chr21	24000000	24050000	1
chr21	23700000	23750000	chr21	24050000	24100000	1
chr21	23700000	23750000	chr21	24200000	24250000	1
chr21	23700000	23750000	chr21	24600000	24650000	1
chr21	23750000	23800000	chr21	23750000	23800000	1
chr21	23800000	23850000	chr21	21300000	21350000	1
chr21	23800000	23850000	chr21	21900000	21950000	1
chr21	23800000	23850000	chr21	22250000	22300000	1
chr21	23800000	23850000	chr21	23300000	23350000	1
chr21	23800000	23850000	chr21	23700000	23750000	1
chr21	23800000	23850000	chr21	23800000	23850000	1
chr21	23800000	23850000	chr21	23850000	23900000	1
chr21	23800000	23850000	chr21	23900000	23950000	1
chr21	23800000	23850000	chr21	23950000	24000000	1
chr21	23800000	23850000	chr21	24000000	24050000	1
chr21	23800000	23850000	chr21	24050000	24100000	1
chr21	23800000	23850000	chr21	24200000	24250000	1
chr21	23800000	23850000	chr21	24600000	24650000	1
chr21	23850000	23900000	chr21	21300000	21350000	1
chr21	23850000	23900000	chr21	22250000	22300000	1
chr21	23850000	23900000	chr21	23300000	23350000	1
chr21	23850000	23900000	chr21	23400000	23450000	1
chr21	23850000	23900000	chr21	23700000	23750000	1
chr21	23850000	23900000	chr21	23800000	23850000	1
chr21	23850000	23900000	chr21	23850000	23900000	1
chr21	23850000	23900000	chr21	23900000	23950000	1
chr21	23850000	23900000	chr21	24000000	24050000	1
chr21	23850000	23900000	chr21	24050000	24100000	1
chr21	23850000	23900000	chr21	24200000	24250000	1
chr21	23850000	23900000	chr21	24600000	24650000	1
chr21	23850000	23900000	chr21	24900000	24950000	1
chr21	23900000	23950000	chr21	21300000	21350000	1
chr21	23900000	23950000	chr21	21350000	21400000	1
chr21	23900000	23950000	chr21	21900000	21950000	1
chr21	23900000	23950000	chr21	22250000	22300000	1
chr21	23900000	23950000	chr21	23300000	23350000	1
chr21	23900000	23950000	chr21	23700000	23750000	1
chr21	23900000	23950000	chr21	23800000	23850000	1
chr21	23900000	23950000	chr21	23850000	23900000	1
chr21	23900000	23950000	chr21	23900000	23950000	1
chr21	23900000	23950000	chr21	23950000	24000000	1
chr21	23900000	23950000	chr21	24000000	24050000	1
chr21	23900000	23950000	chr21	24050000	24100000	1
chr21	23900000	23950000	chr21	24200000	24250000	1
chr21	23900000	23950000	chr21	40500000	40550000	1
chr21	23950000	24000000	chr21	18450000	18500000	1
chr21	23950000	24000000	chr21	21300000	21350000	1
chr21	23950000	24000000	chr21	21350000	21400000	1
chr21	23950000	24000000	chr21	21900000	21950000	1
chr21	23950000	24000000	chr21	22250000	22300000	1
chr21	23950000	24000000	chr21	23350000	23400000	1
chr21	23950000	24000000	chr21	23500000	23550000	1
chr21	23950000	24000000	chr21	23800000	23850000	1
chr21	23950000	24000000	chr21	23900000	23950000	1
chr21	23950000	24000000	chr21	23950000	24000000	1
chr21	23950000	24000000	chr21	24000000	24050000	1
chr21	23950000	24000000	chr21	24200000	24250000	1
chr21	23950000	24000000	chr21	40350000	40400000	1
chr21	23950000	24000000	chr21	40500000	40550000	1
chr21	24000000	24050000	chr21	21300000	21350000	1
chr21	24000000	24050000	chr21	21750000	21800000	1
chr21	24000000	24050000	chr21	22250000	22300000	1
chr21	24000000	24050000	chr21	23350000	23400000	1
chr21	24000000	24050000	chr21	23400000	23450000	1
chr21	24000000	24050000	chr21	23650000	23700000	1
chr21	24000000	24050000	chr21	23700000	23750000	1
chr21	24000000	24050000	chr21	23800000	23850000	1
chr21	24000000	24050000	chr21	23850000	23900000	1
chr21	24000000	24050000	chr21	23900000	23950000	1
chr21	24000000	24050000	chr21	23950000	24000000	1
chr21	24000000	24050000	chr21	24000000	24050000	1
chr21	24000000	24050000	chr21	24200000	24250000	1
chr21	24000000	24050000	chr21	24600000	24650000	1
chr21	24050000	24100000	chr21	21900000	21950000	1
chr21	24050000	24100000	chr21	23300000	23350000	1
chr21	24050000	24100000	chr21	23700000	23750000	1
chr21	24050000	24100000	chr21	23800000	23850000	1
chr21	24050000	24100000	chr21	23850000	23900000	1
chr21	24050000	24100000	chr21	23900000	23950000	1
chr21	24050000	24100000	chr21	24050000	24100000	1
chr21	24050000	24100000	chr21	24100000	24150000	1
chr21	24050000	24100000	chr21	24500000	24550000	1
chr21	24100000	24150000	chr21	21400000	21450000	1
chr21	24100000	24150000	chr21	24050000	24100000	1
chr21	24100000	24150000	chr21	24100000	24150000	1
chr21	24100000	24150000	chr21	24250000	24300000	1
chr21	24100000	24150000	chr21	24500000	24550000	1
chr21	24150000	24200000	chr21	24150000	24200000	1
chr21	24200000	24250000	chr21	21300000	21350000	1
chr21	24200000	24250000	chr21	21750000	21800000	1
chr21	24200000	24250000	chr21	22250000	22300000	1
chr21	24200000	24250000	chr21	23150000	23200000	1
chr21	24200000	24250000	chr21	23350000	23400000	1
chr21	24200000	24250000	chr21	23400000	23450000	1
chr21	24200000	24250000	chr21	23700000	23750000	1
chr21	24200000	24250000	chr21	23800000	23850000	1
chr21	24200000	24250000	chr21	23850000	23900000	1
chr21	24200000	24250000	chr21	23900000	23950000	1
chr21	24200000	24250000	chr21	23950000	24000000	1
chr21	24200000	24250000	chr21	24000000	24050000	1
chr21	24200000	24250000	chr21	24200000	24250000	1
chr21	24200000	24250000	chr21	24600000	24650000	1
chr21	24200000	24250000	chr21	24900000	24950000	1
chr21	24250000	24300000	chr21	21400000	21450000	1
chr21	24250000	24300000	chr21	21450000	21500000	1
chr21	24250000	24300000	chr21	24100000	24150000	1
chr21	24250000	24300000	chr21	24250000	24300000	1
chr21	24250000	24300000	chr21	26600000	26650000	1
chr21	24300000	24350000	chr21	19700000	19750000	1
chr21	24300000	24350000	chr21	20300000	20350000	1
chr21	24300000	24350000	chr21	22750000	22800000	1
chr21	24300000	24350000	chr21	22850000	22900000	1
chr21	24300000	24350000	chr21	24300000	24350000	1
chr21	24350000	24400000	chr21	19550000	19600000	1
chr21	24350000	24400000	chr21	19700000	19750000	1
chr21	24350000	24400000	chr21	21250000	21300000	1
chr21	24350000	24400000	chr21	22800000	22850000	1
chr21	24350000	24400000	chr21	24350000	24400000	1
chr21	24350000	24400000	chr21	25650000	25700000	1
chr21	24400000	24450000	chr21	19550000	19600000	1
chr21	24400000	24450000	chr21	21250000	21300000	1
chr21	24400000	24450000	chr21	22800000	22850000	1
chr21	24400000	24450000	chr21	24400000	24450000	1
chr21	24450000	24500000	chr21	20300000	20350000	1
chr21	24450000	24500000	chr21	24450000	24500000	1
chr21	24500000	24550000	chr21	23000000	23050000	1
chr21	24500000	24550000	chr21	24050000	24100000	1
chr21	24500000	24550000	chr21	24100000	24150000	1
chr21	24500000	24550000	chr21	24500000	24550000	1
chr21	24500000	24550000	chr21	24550000	24600000	1
chr21	24550000	24600000	chr21	21250000	21300000	1
chr21	24550000	24600000	chr21	21800000	21850000	1
chr21	24550000	24600000	chr21	22750000	22800000	1
chr21	24550000	24600000	chr21	23000000	23050000	1
chr21	24550000	24600000	chr21	24500000	24550000	1
chr21	24550000	24600000	chr21	24550000	24600000	1
chr21	24600000	24650000	chr21	21300000	21350000	1
chr21	24600000	24650000	chr21	21750000	21800000	1
chr21	24600000	24650000	chr21	22250000	22300000	1
chr21	24600000	24650000	chr21	23350000	23400000	1
chr21	24600000	24650000	chr21	23650000	23700000	1
chr21	24600000	24650000	chr21	23700000	23750000	1
chr21	24600000	24650000	chr21	23800000	23850000	1
chr21	24600000	24650000	chr21	23850000	23900000	1
chr21	24600000	24650000	chr21	24000000	24050000	1
chr21	24600000	24650000	chr21	24200000	24250000	1
chr21	24600000	24650000	chr21	24600000	24650000	1
chr21	24600000	24650000	chr21	24900000	24950000	1
chr21	24650000	24700000	chr21	24650000	24700000	1
chr21	24650000	24700000	chr21	24950000	25000000	1
chr21	24650000	24700000	chr21	29500000	29550000	1
chr21	24700000	24750000	chr21	24700000	24750000	1
